,Cam,Police,Population,Visibility,Safety
3175,May Be,Yes,High,Low,1
3176,May Be,Yes,High,Low,1
3177,May Be,Yes,High,Low,1
3178,May Be,Yes,High,Low,1
3179,May Be,Yes,High,Low,1
3180,May Be,Yes,High,Low,1
3181,May Be,Yes,High,Low,1
3182,May Be,Yes,High,Low,1
3183,May Be,Yes,High,Low,1
3184,May Be,Yes,High,Low,1
3185,May Be,Yes,High,Low,1
3186,May Be,Yes,High,Low,1
3187,May Be,Yes,High,Low,1
3188,May Be,Yes,High,Low,1
3189,May Be,Yes,High,Low,1
3190,May Be,Yes,High,Low,1
3191,May Be,Yes,High,Low,1
3192,May Be,Yes,High,Low,1
3193,May Be,Yes,High,Low,1
3194,May Be,Yes,High,Low,1
3195,May Be,Yes,High,Low,1
3196,May Be,Yes,High,Moderate,2
3197,May Be,Yes,High,Moderate,2
3198,May Be,Yes,High,Moderate,2
3199,May Be,Yes,High,Moderate,2
3200,May Be,Yes,High,Moderate,2
3201,May Be,Yes,High,Moderate,2
3202,May Be,Yes,High,Moderate,2
3203,May Be,Yes,High,Moderate,2
3204,May Be,Yes,High,Moderate,2
3205,May Be,Yes,High,Moderate,2
3206,May Be,Yes,High,Moderate,2
3207,May Be,Yes,High,Moderate,2
3208,May Be,Yes,High,Moderate,2
3209,May Be,Yes,High,Moderate,2
3210,May Be,Yes,High,Moderate,2
3211,May Be,Yes,High,Moderate,2
3212,May Be,Yes,High,Moderate,2
3213,May Be,Yes,High,Moderate,2
3214,May Be,Yes,High,Moderate,2
3215,May Be,Yes,High,Moderate,2
3216,May Be,Yes,High,Moderate,2
3217,May Be,Yes,High,Moderate,2
3218,May Be,Yes,High,Moderate,2
3219,May Be,Yes,High,Moderate,2
3220,May Be,Yes,High,Moderate,2
3221,May Be,Yes,High,Moderate,2
3222,May Be,Yes,High,Moderate,2
3223,May Be,Yes,High,Moderate,2
3224,May Be,Yes,High,Moderate,2
3225,May Be,Yes,High,Moderate,2
3226,May Be,Yes,High,Moderate,2
3227,May Be,Yes,High,Moderate,2
3228,May Be,Yes,High,Moderate,2
3229,May Be,Yes,High,Moderate,2
3230,May Be,Yes,High,Moderate,2
3231,May Be,Yes,High,Moderate,2
3232,May Be,Yes,High,Moderate,2
3233,May Be,Yes,High,Moderate,2
3234,May Be,Yes,High,Moderate,2
3235,May Be,Yes,High,Moderate,2
3236,May Be,Yes,High,Moderate,2
3237,May Be,Yes,High,Moderate,2
3238,May Be,Yes,High,Moderate,2
3239,May Be,Yes,High,High,4
3240,May Be,Yes,High,High,4
3241,May Be,Yes,High,High,4
3242,May Be,Yes,High,High,4
3243,May Be,Yes,High,High,4
3244,May Be,Yes,High,High,4
3245,May Be,Yes,High,High,4
3246,May Be,Yes,High,High,4
3247,May Be,Yes,High,High,4
3248,May Be,Yes,High,High,4
3249,May Be,Yes,High,High,4
3250,May Be,Yes,High,High,4
3251,May Be,Yes,High,High,4
3252,May Be,Yes,High,High,4
3253,May Be,Yes,High,High,4
3254,May Be,Yes,High,High,4
3255,May Be,Yes,High,High,4
3256,May Be,Yes,High,High,4
3257,May Be,Yes,High,High,4
3258,May Be,Yes,High,High,4
3259,May Be,Yes,High,High,4
3260,May Be,Yes,High,High,4
3261,May Be,Yes,High,High,4
3262,May Be,Yes,High,High,4
3263,May Be,Yes,High,High,4
3264,May Be,Yes,High,High,4
3265,May Be,Yes,High,High,4
3266,May Be,Yes,High,High,4
3267,May Be,Yes,High,High,4
3268,May Be,Yes,High,High,4
3269,May Be,Yes,High,High,4
3270,May Be,Yes,High,High,4
3271,May Be,Yes,High,High,4
3272,May Be,Yes,High,High,4
3273,May Be,Yes,High,High,4
3274,May Be,Yes,High,High,4
3275,May Be,Yes,High,High,4
3276,May Be,Yes,High,High,4
3277,May Be,Yes,High,High,4
3278,May Be,Yes,High,High,4
3279,May Be,Yes,High,High,4
3280,May Be,Yes,High,High,4
3281,May Be,Yes,High,High,4
3282,May Be,Yes,High,High,4
3283,May Be,Yes,High,High,4
3284,May Be,Yes,High,High,4
3285,May Be,Yes,High,High,4
3286,May Be,Yes,High,High,4
3287,May Be,Yes,High,High,4
3288,May Be,Yes,High,High,4
3289,May Be,Yes,High,High,4
3290,May Be,Yes,High,High,4
3291,May Be,Yes,High,High,4
3292,May Be,Yes,High,High,4
3293,May Be,Yes,High,High,4
3294,May Be,Yes,High,High,4
3295,May Be,Yes,High,High,4
3296,May Be,Yes,High,High,4
3297,May Be,Yes,High,High,4
3298,May Be,Yes,High,High,4
3299,May Be,Yes,High,High,4
3300,May Be,Yes,High,High,4
3301,May Be,Yes,High,High,4
3302,May Be,Yes,High,High,4
3303,May Be,Yes,High,High,4
3304,May Be,Yes,High,High,4
3305,May Be,Yes,High,High,4
3306,May Be,Yes,High,High,4
3307,May Be,Yes,High,High,4
3308,May Be,Yes,High,High,4
3309,May Be,Yes,High,High,4
3310,May Be,Yes,High,High,4
3311,May Be,Yes,High,High,4
3312,May Be,Yes,High,High,4
3313,May Be,Yes,High,High,4
3314,May Be,Yes,High,High,4
3315,May Be,Yes,High,High,4
3316,May Be,Yes,High,High,4
3317,May Be,Yes,High,High,4
3318,May Be,Yes,High,High,4
3319,May Be,Yes,High,High,4
3320,May Be,Yes,High,High,4
3321,May Be,Yes,High,High,4
3322,Yes,No,Low,Low,0
3323,Yes,No,Low,Low,0
3324,Yes,No,Low,Low,0
3325,Yes,No,Low,Low,0
3326,Yes,No,Low,Low,0
3327,Yes,No,Low,Low,0
3328,Yes,No,Low,Low,0
3329,Yes,No,Low,Low,0
3330,Yes,No,Low,Low,0
3331,Yes,No,Low,Low,0
3332,Yes,No,Low,Low,0
3333,Yes,No,Low,Low,0
3334,Yes,No,Low,Low,0
3335,Yes,No,Low,Low,0
3336,Yes,No,Low,Low,0
3337,Yes,No,Low,Low,0
3338,Yes,No,Low,Low,0
3339,Yes,No,Low,Low,0
3340,Yes,No,Low,Low,0
3341,Yes,No,Low,Low,0
3342,Yes,No,Low,Low,0
3343,Yes,No,Low,Low,0
3344,Yes,No,Low,Low,0
3345,Yes,No,Low,Low,0
3346,Yes,No,Low,Low,0
3347,Yes,No,Low,Low,0
3348,Yes,No,Low,Low,0
3349,Yes,No,Low,Low,0
3350,Yes,No,Low,Low,0
3351,Yes,No,Low,Low,0
3352,Yes,No,Low,Low,0
3353,Yes,No,Low,Low,0
3354,Yes,No,Low,Low,0
3355,Yes,No,Low,Low,0
3356,Yes,No,Low,Low,0
3357,Yes,No,Low,Low,0
3358,Yes,No,Low,Low,0
3359,Yes,No,Low,Low,0
3360,Yes,No,Low,Low,0
3361,Yes,No,Low,Low,0
3362,Yes,No,Low,Low,0
3363,Yes,No,Low,Low,0
3364,Yes,No,Low,Low,0
3365,Yes,No,Low,Low,0
3366,Yes,No,Low,Low,0
3367,Yes,No,Low,Low,0
3368,Yes,No,Low,Low,0
3369,Yes,No,Low,Low,0
3370,Yes,No,Low,Low,0
3371,Yes,No,Low,Low,0
3372,Yes,No,Low,Low,0
3373,Yes,No,Low,Low,0
3374,Yes,No,Low,Low,0
3375,Yes,No,Low,Low,0
3376,Yes,No,Low,Low,0
3377,Yes,No,Low,Low,0
3378,Yes,No,Low,Low,0
3379,Yes,No,Low,Low,0
3380,Yes,No,Low,Low,0
3381,Yes,No,Low,Low,0
3382,Yes,No,Low,Low,0
3383,Yes,No,Low,Low,0
3384,Yes,No,Low,Low,0
3385,Yes,No,Low,Low,0
3386,Yes,No,Low,Low,0
3387,Yes,No,Low,Low,0
3388,Yes,No,Low,Low,0
3389,Yes,No,Low,Low,0
3390,Yes,No,Low,Low,0
3391,Yes,No,Low,Low,0
3392,Yes,No,Low,Low,0
3393,Yes,No,Low,Low,0
3394,Yes,No,Low,Low,0
3395,Yes,No,Low,Low,0
3396,Yes,No,Low,Low,0
3397,Yes,No,Low,Low,0
3398,Yes,No,Low,Low,0
3399,Yes,No,Low,Low,0
3400,Yes,No,Low,Low,0
3401,Yes,No,Low,Low,0
3402,Yes,No,Low,Low,0
3403,Yes,No,Low,Low,0
3404,Yes,No,Low,Low,0
3405,Yes,No,Low,Low,0
3406,Yes,No,Low,Low,0
3407,Yes,No,Low,Low,0
3408,Yes,No,Low,Low,0
3409,Yes,No,Low,Low,0
3410,Yes,No,Low,Low,0
3411,Yes,No,Low,Low,0
3412,Yes,No,Low,Low,0
3413,Yes,No,Low,Low,0
3414,Yes,No,Low,Low,0
3415,Yes,No,Low,Low,0
3416,Yes,No,Low,Low,0
3417,Yes,No,Low,Low,0
3418,Yes,No,Low,Low,0
3419,Yes,No,Low,Low,0
3420,Yes,No,Low,Low,0
3421,Yes,No,Low,Low,0
3422,Yes,No,Low,Low,0
3423,Yes,No,Low,Low,0
3424,Yes,No,Low,Low,0
3425,Yes,No,Low,Low,0
3426,Yes,No,Low,Low,0
3427,Yes,No,Low,Low,0
3428,Yes,No,Low,Low,0
3429,Yes,No,Low,Low,0
3430,Yes,No,Low,Low,0
3431,Yes,No,Low,Low,0
3432,Yes,No,Low,Low,0
3433,Yes,No,Low,Moderate,1
3434,Yes,No,Low,Moderate,1
3435,Yes,No,Low,Moderate,1
3436,Yes,No,Low,Moderate,1
3437,Yes,No,Low,Moderate,1
3438,Yes,No,Low,Moderate,1
3439,Yes,No,Low,Moderate,1
3440,Yes,No,Low,Moderate,1
3441,Yes,No,Low,Moderate,1
3442,Yes,No,Low,Moderate,1
3443,Yes,No,Low,Moderate,1
3444,Yes,No,Low,Moderate,1
3445,Yes,No,Low,Moderate,1
3446,Yes,No,Low,Moderate,1
3447,Yes,No,Low,Moderate,1
3448,Yes,No,Low,Moderate,1
3449,Yes,No,Low,Moderate,1
3450,Yes,No,Low,Moderate,1
3451,Yes,No,Low,Moderate,1
3452,Yes,No,Low,Moderate,1
3453,Yes,No,Low,Moderate,1
3454,Yes,No,Low,Moderate,1
3455,Yes,No,Low,Moderate,1
3456,Yes,No,Low,Moderate,1
3457,Yes,No,Low,Moderate,1
3458,Yes,No,Low,Moderate,1
3459,Yes,No,Low,Moderate,1
3460,Yes,No,Low,Moderate,1
3461,Yes,No,Low,Moderate,1
3462,Yes,No,Low,Moderate,1
3463,Yes,No,Low,Moderate,1
3464,Yes,No,Low,Moderate,1
3465,Yes,No,Low,Moderate,1
3466,Yes,No,Low,Moderate,1
3467,Yes,No,Low,Moderate,1
3468,Yes,No,Low,Moderate,1
3469,Yes,No,Low,Moderate,1
3470,Yes,No,Low,Moderate,1
3471,Yes,No,Low,Moderate,1
3472,Yes,No,Low,Moderate,1
3473,Yes,No,Low,Moderate,1
3474,Yes,No,Low,Moderate,1
3475,Yes,No,Low,Moderate,1
3476,Yes,No,Low,Moderate,1
3477,Yes,No,Low,Moderate,1
3478,Yes,No,Low,Moderate,1
3479,Yes,No,Low,Moderate,1
3480,Yes,No,Low,Moderate,1
3481,Yes,No,Low,Moderate,1
3482,Yes,No,Low,Moderate,1
3483,Yes,No,Low,High,2
3484,Yes,No,Low,High,2
3485,Yes,No,Low,High,2
3486,Yes,No,Low,High,2
3487,Yes,No,Low,High,2
3488,Yes,No,Low,High,2
3489,Yes,No,Low,High,2
3490,Yes,No,Low,High,2
3491,Yes,No,Low,High,2
3492,Yes,No,Low,High,2
3493,Yes,No,Low,High,2
3494,Yes,No,Low,High,2
3495,Yes,No,Low,High,2
3496,Yes,No,Low,High,2
3497,Yes,No,Low,High,2
3498,Yes,No,Low,High,2
3499,Yes,No,Low,High,2
3500,Yes,No,Low,High,2
3501,Yes,No,Low,High,2
3502,Yes,No,Low,High,2
3503,Yes,No,Low,High,2
3504,Yes,No,Low,High,2
3505,Yes,No,Low,High,2
3506,Yes,No,Low,High,2
3507,Yes,No,Low,High,2
3508,Yes,No,Low,High,2
3509,Yes,No,Low,High,2
3510,Yes,No,Low,High,2
3511,Yes,No,Low,High,2
3512,Yes,No,Low,High,2
3513,Yes,No,Low,High,2
3514,Yes,No,Low,High,2
3515,Yes,No,Low,High,2
3516,Yes,No,Low,High,2
3517,Yes,No,Low,High,2
3518,Yes,No,Low,High,2
3519,Yes,No,Low,High,2
3520,Yes,No,Low,High,2
3521,Yes,No,Low,High,2
3522,Yes,No,Low,High,2
3523,Yes,No,Low,High,2
3524,Yes,No,Low,High,2
3525,Yes,No,Low,High,2
3526,Yes,No,Moderate,Low,1
3527,Yes,No,Moderate,Low,1
3528,Yes,No,Moderate,Low,1
3529,Yes,No,Moderate,Low,1
3530,Yes,No,Moderate,Low,1
3531,Yes,No,Moderate,Low,1
3532,Yes,No,Moderate,Low,1
3533,Yes,No,Moderate,Low,1
3534,Yes,No,Moderate,Low,1
3535,Yes,No,Moderate,Low,1
3536,Yes,No,Moderate,Low,1
3537,Yes,No,Moderate,Low,1
3538,Yes,No,Moderate,Low,1
3539,Yes,No,Moderate,Low,1
3540,Yes,No,Moderate,Low,1
3541,Yes,No,Moderate,Low,1
3542,Yes,No,Moderate,Low,1
3543,Yes,No,Moderate,Low,1
3544,Yes,No,Moderate,Low,1
3545,Yes,No,Moderate,Low,1
3546,Yes,No,Moderate,Low,1
3547,Yes,No,Moderate,Low,1
3548,Yes,No,Moderate,Low,1
3549,Yes,No,Moderate,Low,1
3550,Yes,No,Moderate,Low,1
3551,Yes,No,Moderate,Low,1
3552,Yes,No,Moderate,Low,1
3553,Yes,No,Moderate,Low,1
3554,Yes,No,Moderate,Low,1
3555,Yes,No,Moderate,Low,1
3556,Yes,No,Moderate,Low,1
3557,Yes,No,Moderate,Low,1
3558,Yes,No,Moderate,Low,1
3559,Yes,No,Moderate,Low,1
3560,Yes,No,Moderate,Low,1
3561,Yes,No,Moderate,Low,1
3562,Yes,No,Moderate,Low,1
3563,Yes,No,Moderate,Low,1
3564,Yes,No,Moderate,Low,1
3565,Yes,No,Moderate,Low,1
3566,Yes,No,Moderate,Low,1
3567,Yes,No,Moderate,Low,1
3568,Yes,No,Moderate,Low,1
3569,Yes,No,Moderate,Low,1
3570,Yes,No,Moderate,Low,1
3571,Yes,No,Moderate,Low,1
3572,Yes,No,Moderate,Low,1
3573,Yes,No,Moderate,Low,1
3574,Yes,No,Moderate,Low,1
3575,Yes,No,Moderate,Low,1
3576,Yes,No,Moderate,Moderate,2
3577,Yes,No,Moderate,Moderate,2
3578,Yes,No,Moderate,Moderate,2
3579,Yes,No,Moderate,Moderate,2
3580,Yes,No,Moderate,Moderate,2
3581,Yes,No,Moderate,Moderate,2
3582,Yes,No,Moderate,Moderate,2
3583,Yes,No,Moderate,Moderate,2
3584,Yes,No,Moderate,Moderate,2
3585,Yes,No,Moderate,Moderate,2
3586,Yes,No,Moderate,Moderate,2
3587,Yes,No,Moderate,Moderate,2
3588,Yes,No,Moderate,Moderate,2
3589,Yes,No,Moderate,Moderate,2
3590,Yes,No,Moderate,Moderate,2
3591,Yes,No,Moderate,Moderate,2
3592,Yes,No,Moderate,Moderate,2
3593,Yes,No,Moderate,Moderate,2
3594,Yes,No,Moderate,Moderate,2
3595,Yes,No,Moderate,Moderate,2
3596,Yes,No,Moderate,Moderate,2
3597,Yes,No,Moderate,Moderate,2
3598,Yes,No,Moderate,Moderate,2
3599,Yes,No,Moderate,Moderate,2
3600,Yes,No,Moderate,Moderate,2
3601,Yes,No,Moderate,Moderate,2
3602,Yes,No,Moderate,Moderate,2
3603,Yes,No,Moderate,Moderate,2
3604,Yes,No,Moderate,Moderate,2
3605,Yes,No,Moderate,Moderate,2
3606,Yes,No,Moderate,Moderate,2
3607,Yes,No,Moderate,Moderate,2
3608,Yes,No,Moderate,Moderate,2
3609,Yes,No,Moderate,Moderate,2
3610,Yes,No,Moderate,Moderate,2
3611,Yes,No,Moderate,Moderate,2
3612,Yes,No,Moderate,Moderate,2
3613,Yes,No,Moderate,Moderate,2
3614,Yes,No,Moderate,Moderate,2
3615,Yes,No,Moderate,Moderate,2
3616,Yes,No,Moderate,Moderate,2
3617,Yes,No,Moderate,Moderate,2
3618,Yes,No,Moderate,Moderate,2
3619,Yes,No,Moderate,High,3
3620,Yes,No,Moderate,High,3
3621,Yes,No,Moderate,High,3
3622,Yes,No,Moderate,High,3
3623,Yes,No,Moderate,High,3
3624,Yes,No,Moderate,High,3
3625,Yes,No,Moderate,High,3
3626,Yes,No,Moderate,High,3
3627,Yes,No,Moderate,High,3
3628,Yes,No,Moderate,High,3
3629,Yes,No,Moderate,High,3
3630,Yes,No,Moderate,High,3
3631,Yes,No,Moderate,High,3
3632,Yes,No,Moderate,High,3
3633,Yes,No,Moderate,High,3
3634,Yes,No,Moderate,High,3
3635,Yes,No,Moderate,High,3
3636,Yes,No,Moderate,High,3
3637,Yes,No,Moderate,High,3
3638,Yes,No,Moderate,High,3
3639,Yes,No,Moderate,High,3
3640,Yes,No,Moderate,High,3
3641,Yes,No,Moderate,High,3
3642,Yes,No,Moderate,High,3
3643,Yes,No,Moderate,High,3
3644,Yes,No,Moderate,High,3
3645,Yes,No,Moderate,High,3
3646,Yes,No,Moderate,High,3
3647,Yes,No,Moderate,High,3
3648,Yes,No,Moderate,High,3
3649,Yes,No,Moderate,High,3
3650,Yes,No,Moderate,High,3
3651,Yes,No,Moderate,High,3
3652,Yes,No,Moderate,High,3
3653,Yes,No,Moderate,High,3
3654,Yes,No,Moderate,High,3
3655,Yes,No,Moderate,High,3
3656,Yes,No,Moderate,High,3
3657,Yes,No,Moderate,High,3
3658,Yes,No,Moderate,High,3
3659,Yes,No,Moderate,High,3
3660,Yes,No,Moderate,High,3
3661,Yes,No,Moderate,High,3
3662,Yes,No,Moderate,High,3
3663,Yes,No,Moderate,High,3
3664,Yes,No,Moderate,High,3
3665,Yes,No,Moderate,High,3
3666,Yes,No,Moderate,High,3
3667,Yes,No,Moderate,High,3
3668,Yes,No,Moderate,High,3
3669,Yes,No,Moderate,High,3
3670,Yes,No,Moderate,High,3
3671,Yes,No,Moderate,High,3
3672,Yes,No,Moderate,High,3
3673,Yes,No,Moderate,High,3
3674,Yes,No,Moderate,High,3
3675,Yes,No,Moderate,High,3
3676,Yes,No,Moderate,High,3
3677,Yes,No,Moderate,High,3
3678,Yes,No,High,Low,2
3679,Yes,No,High,Low,2
3680,Yes,No,High,Low,2
3681,Yes,No,High,Low,2
3682,Yes,No,High,Low,2
3683,Yes,No,High,Low,2
3684,Yes,No,High,Low,2
3685,Yes,No,High,Low,2
3686,Yes,No,High,Low,2
3687,Yes,No,High,Low,2
3688,Yes,No,High,Low,2
3689,Yes,No,High,Low,2
3690,Yes,No,High,Low,2
3691,Yes,No,High,Low,2
3692,Yes,No,High,Low,2
3693,Yes,No,High,Low,2
3694,Yes,No,High,Low,2
3695,Yes,No,High,Low,2
3696,Yes,No,High,Low,2
3697,Yes,No,High,Low,2
3698,Yes,No,High,Low,2
3699,Yes,No,High,Low,2
3700,Yes,No,High,Low,2
3701,Yes,No,High,Low,2
3702,Yes,No,High,Low,2
3703,Yes,No,High,Low,2
3704,Yes,No,High,Low,2
3705,Yes,No,High,Low,2
3706,Yes,No,High,Low,2
3707,Yes,No,High,Low,2
3708,Yes,No,High,Low,2
3709,Yes,No,High,Low,2
3710,Yes,No,High,Low,2
3711,Yes,No,High,Low,2
3712,Yes,No,High,Low,2
3713,Yes,No,High,Low,2
3714,Yes,No,High,Low,2
3715,Yes,No,High,Low,2
3716,Yes,No,High,Low,2
3717,Yes,No,High,Low,2
3718,Yes,No,High,Low,2
3719,Yes,No,High,Low,2
3720,Yes,No,High,Low,2
3721,Yes,No,High,Moderate,3
3722,Yes,No,High,Moderate,3
3723,Yes,No,High,Moderate,3
3724,Yes,No,High,Moderate,3
3725,Yes,No,High,Moderate,3
3726,Yes,No,High,Moderate,3
3727,Yes,No,High,Moderate,3
3728,Yes,No,High,Moderate,3
3729,Yes,No,High,Moderate,3
3730,Yes,No,High,Moderate,3
3731,Yes,No,High,Moderate,3
3732,Yes,No,High,Moderate,3
3733,Yes,No,High,Moderate,3
3734,Yes,No,High,Moderate,3
3735,Yes,No,High,Moderate,3
3736,Yes,No,High,Moderate,3
3737,Yes,No,High,Moderate,3
3738,Yes,No,High,Moderate,3
3739,Yes,No,High,Moderate,3
3740,Yes,No,High,Moderate,3
3741,Yes,No,High,Moderate,3
3742,Yes,No,High,Moderate,3
3743,Yes,No,High,Moderate,3
3744,Yes,No,High,Moderate,3
3745,Yes,No,High,Moderate,3
3746,Yes,No,High,Moderate,3
3747,Yes,No,High,Moderate,3
3748,Yes,No,High,Moderate,3
3749,Yes,No,High,Moderate,3
3750,Yes,No,High,Moderate,3
3751,Yes,No,High,Moderate,3
3752,Yes,No,High,Moderate,3
3753,Yes,No,High,Moderate,3
3754,Yes,No,High,Moderate,3
3755,Yes,No,High,Moderate,3
3756,Yes,No,High,Moderate,3
3757,Yes,No,High,Moderate,3
3758,Yes,No,High,Moderate,3
3759,Yes,No,High,Moderate,3
3760,Yes,No,High,Moderate,3
3761,Yes,No,High,Moderate,3
3762,Yes,No,High,Moderate,3
3763,Yes,No,High,Moderate,3
3764,Yes,No,High,Moderate,3
3765,Yes,No,High,Moderate,3
3766,Yes,No,High,Moderate,3
3767,Yes,No,High,Moderate,3
3768,Yes,No,High,Moderate,3
3769,Yes,No,High,Moderate,3
3770,Yes,No,High,Moderate,3
3771,Yes,No,High,Moderate,3
3772,Yes,No,High,Moderate,3
3773,Yes,No,High,Moderate,3
3774,Yes,No,High,Moderate,3
3775,Yes,No,High,Moderate,3
3776,Yes,No,High,Moderate,3
3777,Yes,No,High,Moderate,3
3778,Yes,No,High,Moderate,3
3779,Yes,No,High,Moderate,3
3780,Yes,No,High,High,4
3781,Yes,No,High,High,4
3782,Yes,No,High,High,4
3783,Yes,No,High,High,4
3784,Yes,No,High,High,4
3785,Yes,No,High,High,4
3786,Yes,No,High,High,4
3787,Yes,No,High,High,4
3788,Yes,No,High,High,4
3789,Yes,No,High,High,4
3790,Yes,No,High,High,4
3791,Yes,No,High,High,4
3792,Yes,No,High,High,4
3793,Yes,No,High,High,4
3794,Yes,No,High,High,4
3795,Yes,No,High,High,4
3796,Yes,No,High,High,4
3797,Yes,No,High,High,4
3798,Yes,No,High,High,4
3799,Yes,No,High,High,4
3800,Yes,No,High,High,4
3801,Yes,No,High,High,4
3802,Yes,No,High,High,4
3803,Yes,No,High,High,4
3804,Yes,No,High,High,4
3805,Yes,No,High,High,4
3806,Yes,No,High,High,4
3807,Yes,No,High,High,4
3808,Yes,No,High,High,4
3809,Yes,No,High,High,4
3810,Yes,No,High,High,4
3811,Yes,No,High,High,4
3812,Yes,No,High,High,4
3813,Yes,No,High,High,4
3814,Yes,No,High,High,4
3815,Yes,No,High,High,4
3816,Yes,No,High,High,4
3817,Yes,No,High,High,4
3818,Yes,No,High,High,4
3819,Yes,No,High,High,4
3820,Yes,No,High,High,4
3821,Yes,No,High,High,4
3822,Yes,No,High,High,4
3823,Yes,No,High,High,4
3824,Yes,No,High,High,4
3825,Yes,No,High,High,4
3826,Yes,No,High,High,4
3827,Yes,No,High,High,4
3828,Yes,No,High,High,4
3829,Yes,No,High,High,4
3830,Yes,No,High,High,4
3831,Yes,No,High,High,4
3832,Yes,No,High,High,4
3833,Yes,No,High,High,4
3834,Yes,No,High,High,4
3835,Yes,No,High,High,4
3836,Yes,No,High,High,4
3837,Yes,No,High,High,4
3838,Yes,No,High,High,4
3839,Yes,No,High,High,4
3840,Yes,No,High,High,4
3841,Yes,No,High,High,4
3842,Yes,No,High,High,4
3843,Yes,No,High,High,4
3844,Yes,No,High,High,4
3845,Yes,No,High,High,4
3846,Yes,No,High,High,4
3847,Yes,No,High,High,4
3848,Yes,No,High,High,4
3849,Yes,No,High,High,4
3850,Yes,No,High,High,4
3851,Yes,No,High,High,4
3852,Yes,No,High,High,4
3853,Yes,No,High,High,4
3854,Yes,No,High,High,4
3855,Yes,No,High,High,4
3856,Yes,No,High,High,4
3857,Yes,No,High,High,4
3858,Yes,No,High,High,4
3859,Yes,No,High,High,4
3860,Yes,No,High,High,4
3861,Yes,No,High,High,4
3862,Yes,No,High,High,4
3863,Yes,May Be,Low,Low,1
3864,Yes,May Be,Low,Low,1
3865,Yes,May Be,Low,Low,1
3866,Yes,May Be,Low,Low,1
3867,Yes,May Be,Low,Low,1
3868,Yes,May Be,Low,Low,1
3869,Yes,May Be,Low,Low,1
3870,Yes,May Be,Low,Low,1
3871,Yes,May Be,Low,Low,1
3872,Yes,May Be,Low,Low,1
3873,Yes,May Be,Low,Low,1
3874,Yes,May Be,Low,Low,1
3875,Yes,May Be,Low,Low,1
3876,Yes,May Be,Low,Low,1
3877,Yes,May Be,Low,Low,1
3878,Yes,May Be,Low,Low,1
3879,Yes,May Be,Low,Low,1
3880,Yes,May Be,Low,Low,1
3881,Yes,May Be,Low,Low,1
3882,Yes,May Be,Low,Low,1
3883,Yes,May Be,Low,Low,1
3884,Yes,May Be,Low,Low,1
3885,Yes,May Be,Low,Low,1
3886,Yes,May Be,Low,Low,1
3887,Yes,May Be,Low,Low,1
3888,Yes,May Be,Low,Low,1
3889,Yes,May Be,Low,Low,1
3890,Yes,May Be,Low,Low,1
3891,Yes,May Be,Low,Low,1
3892,Yes,May Be,Low,Low,1
3893,Yes,May Be,Low,Low,1
3894,Yes,May Be,Low,Low,1
3895,Yes,May Be,Low,Low,1
3896,Yes,May Be,Low,Low,1
3897,Yes,May Be,Low,Low,1
3898,Yes,May Be,Low,Low,1
3899,Yes,May Be,Low,Low,1
3900,Yes,May Be,Low,Low,1
3901,Yes,May Be,Low,Low,1
3902,Yes,May Be,Low,Low,1
3903,Yes,May Be,Low,Low,1
3904,Yes,May Be,Low,Low,1
3905,Yes,May Be,Low,Low,1
3906,Yes,May Be,Low,Low,1
3907,Yes,May Be,Low,Low,1
3908,Yes,May Be,Low,Low,1
3909,Yes,May Be,Low,Low,1
3910,Yes,May Be,Low,Low,1
3911,Yes,May Be,Low,Low,1
3912,Yes,May Be,Low,Low,1
3913,Yes,May Be,Low,Moderate,2
3914,Yes,May Be,Low,Moderate,2
3915,Yes,May Be,Low,Moderate,2
3916,Yes,May Be,Low,Moderate,2
3917,Yes,May Be,Low,Moderate,2
3918,Yes,May Be,Low,Moderate,2
3919,Yes,May Be,Low,Moderate,2
3920,Yes,May Be,Low,Moderate,2
3921,Yes,May Be,Low,Moderate,2
3922,Yes,May Be,Low,Moderate,2
3923,Yes,May Be,Low,Moderate,2
3924,Yes,May Be,Low,Moderate,2
3925,Yes,May Be,Low,Moderate,2
3926,Yes,May Be,Low,Moderate,2
3927,Yes,May Be,Low,Moderate,2
3928,Yes,May Be,Low,Moderate,2
3929,Yes,May Be,Low,Moderate,2
3930,Yes,May Be,Low,Moderate,2
3931,Yes,May Be,Low,Moderate,2
3932,Yes,May Be,Low,Moderate,2
3933,Yes,May Be,Low,Moderate,2
3934,Yes,May Be,Low,Moderate,2
3935,Yes,May Be,Low,Moderate,2
3936,Yes,May Be,Low,Moderate,2
3937,Yes,May Be,Low,Moderate,2
3938,Yes,May Be,Low,Moderate,2
3939,Yes,May Be,Low,Moderate,2
3940,Yes,May Be,Low,Moderate,2
3941,Yes,May Be,Low,Moderate,2
3942,Yes,May Be,Low,Moderate,2
3943,Yes,May Be,Low,Moderate,2
3944,Yes,May Be,Low,Moderate,2
3945,Yes,May Be,Low,Moderate,2
3946,Yes,May Be,Low,Moderate,2
3947,Yes,May Be,Low,Moderate,2
3948,Yes,May Be,Low,Moderate,2
3949,Yes,May Be,Low,Moderate,2
3950,Yes,May Be,Low,Moderate,2
3951,Yes,May Be,Low,Moderate,2
3952,Yes,May Be,Low,Moderate,2
3953,Yes,May Be,Low,Moderate,2
3954,Yes,May Be,Low,Moderate,2
3955,Yes,May Be,Low,Moderate,2
3956,Yes,May Be,Low,High,3
3957,Yes,May Be,Low,High,3
